pathway_id	pathway_name	gene_id
PWY-1001	cellulose biosynthesis	AC203408.4_FG003
PWY-1001	cellulose biosynthesis	GRMZM2G147422
PWY-1001	cellulose biosynthesis	GRMZM2G048165
PWY-1001	cellulose biosynthesis	GRMZM2G591605
PWY-1001	cellulose biosynthesis	GRMZM2G061403
PWY-1001	cellulose biosynthesis	GRMZM2G380561
PWY-1001	cellulose biosynthesis	GRMZM2G143747
PWY-1001	cellulose biosynthesis	GRMZM2G147221
PWY-1001	cellulose biosynthesis	GRMZM2G014723
PWY-1001	cellulose biosynthesis	GRMZM2G331566
PWY-1001	cellulose biosynthesis	GRMZM2G453565
PWY-1001	cellulose biosynthesis	GRMZM2G123107
PWY-1001	cellulose biosynthesis	GRMZM2G099101
PWY-1001	cellulose biosynthesis	GRMZM2G178025
PWY-1001	cellulose biosynthesis	GRMZM2G343144
PWY-1001	cellulose biosynthesis	GRMZM2G066162
PWY-1001	cellulose biosynthesis	GRMZM2G125436
PWY-1061	homogalacturonan biosynthesis	GRMZM2G147145
PWY-1061	homogalacturonan biosynthesis	GRMZM5G832908
PWY-1061	homogalacturonan biosynthesis	AC177908.3_FG002
PWY-1061	homogalacturonan biosynthesis	GRMZM2G008501
PWY-1061	homogalacturonan biosynthesis	GRMZM2G107854
PWY-1061	homogalacturonan biosynthesis	GRMZM2G135195
PWY-1061	homogalacturonan biosynthesis	GRMZM2G005103
PWY-1061	homogalacturonan biosynthesis	GRMZM2G379577
PWY-1061	homogalacturonan biosynthesis	GRMZM2G048008
PWY-1061	homogalacturonan biosynthesis	GRMZM2G063519
PWY-1061	homogalacturonan biosynthesis	GRMZM2G014770
PWY-1061	homogalacturonan biosynthesis	GRMZM2G015923
PWY-1061	homogalacturonan biosynthesis	GRMZM2G098434
PWY-1061	homogalacturonan biosynthesis	GRMZM2G391000
PWY-1061	homogalacturonan biosynthesis	GRMZM2G130046
PWY-1061	homogalacturonan biosynthesis	GRMZM2G028501
PWY-1061	homogalacturonan biosynthesis	GRMZM2G076276
PWY-1061	homogalacturonan biosynthesis	GRMZM2G151015
PWY-1061	homogalacturonan biosynthesis	GRMZM2G017894
PWY-1061	homogalacturonan biosynthesis	GRMZM2G386971
PWY-1061	homogalacturonan biosynthesis	GRMZM2G028885
PWY-1061	homogalacturonan biosynthesis	GRMZM2G113506
PWY-1061	homogalacturonan biosynthesis	GRMZM2G045467
PWY-1061	homogalacturonan biosynthesis	GRMZM2G078890
PWY-1061	homogalacturonan biosynthesis	AC209664.3_FG002
PWY-1061	homogalacturonan biosynthesis	GRMZM2G143102
PWY-1061	homogalacturonan biosynthesis	GRMZM2G036918
PWY-1061	homogalacturonan biosynthesis	GRMZM2G166940
PWY-282	cuticular wax biosynthesis	GRMZM2G075255
PWY-282	cuticular wax biosynthesis	GRMZM2G083526
PWY-282	cuticular wax biosynthesis	GRMZM2G066578
PWY-282	cuticular wax biosynthesis	GRMZM2G114642
PWY-282	cuticular wax biosynthesis	GRMZM2G029912
PWY-282	cuticular wax biosynthesis	GRMZM2G077375
PWY-6689	tRNA splicing	GRMZM2G036991
PWY-6689	tRNA splicing	GRMZM2G095489
PWY-6599	guanine and guanosine salvage II	GRMZM2G089021
PWY-6599	guanine and guanosine salvage II	GRMZM2G085960
PWY-6599	guanine and guanosine salvage II	GRMZM2G104999
PWY-6599	guanine and guanosine salvage II	GRMZM2G015344
PWY-6605	adenine and adenosine salvage II	GRMZM2G131907
PWY-6605	adenine and adenosine salvage II	GRMZM2G170101
PWY-6605	adenine and adenosine salvage II	GRMZM2G093347
PWY-6605	adenine and adenosine salvage II	GRMZM2G179810
PWY-6605	adenine and adenosine salvage II	GRMZM2G071846
PWY-6605	adenine and adenosine salvage II	GRMZM2G059121
PWY-6605	adenine and adenosine salvage II	GRMZM2G085960
PWY-6605	adenine and adenosine salvage II	GRMZM2G104999
PWY-6605	adenine and adenosine salvage II	GRMZM2G015344
PWY-6605	adenine and adenosine salvage II	GRMZM2G386229
PWY-6619	adenine and adenosine salvage VI	GRMZM2G121128
PWY-6619	adenine and adenosine salvage VI	GRMZM2G089767
PWY-6619	adenine and adenosine salvage VI	GRMZM2G003775
PWY-6619	adenine and adenosine salvage VI	GRMZM2G171400
PWY-6619	adenine and adenosine salvage VI	GRMZM2G135132
PWY-6619	adenine and adenosine salvage VI	GRMZM2G540538
PWY-6619	adenine and adenosine salvage VI	GRMZM2G051842
PWY-6619	adenine and adenosine salvage VI	GRMZM2G144245
PWY-6619	adenine and adenosine salvage VI	GRMZM2G473104
PWY-6619	adenine and adenosine salvage VI	GRMZM2G072091
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G123204
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G090500
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G119852
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G426802
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G359331
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G354053
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G013524
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G128737
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G129554
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G128057
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G125656
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	AC204711.3_FG003
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G069772
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G100084
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G481211
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G438077
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G126656
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G148194
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G052277
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G171622
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G031609
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G131118
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G066304
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G121460
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G133621
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G426688
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G035042
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G036783
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G023528
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G062716
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G029573
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G147450
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G136283
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G339699
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	AC188838.3_FG005
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G018238
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G064695
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G088995
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM5G899656
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G003875
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G155626
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G019437
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G168281
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G000622
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G045049
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G079477
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G160925
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G133121
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G056403
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM5G874277
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G117268
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G010823
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM5G895991
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G348729
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G124059
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G359070
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G306374
PWY-841	purine nucleotides <i>de novo</i> biosynthesis II	GRMZM2G368902
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G123204
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G090500
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G119852
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G426802
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G359331
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G354053
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G013524
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G128737
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G129554
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G128057
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G125656
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	AC204711.3_FG003
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G010823
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM5G895991
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G348729
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G124059
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G359070
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G092923
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G081387
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G347841
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	AC209169.3_FG007
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G413055
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G125193
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G086882
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G030628
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G013152
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G178192
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G032699
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G150014
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G173209
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G024374
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G147196
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM5G808876
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G336879
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G304362
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G060163
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G340527
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G155546
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G323679
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G178576
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G001524
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G106099
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G060464
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM5G833747
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G134797
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G125893
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G107616
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G013478
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G165083
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G097084
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G179854
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G029926
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G142967
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G023191
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G163679
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G050994
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G095302
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G131575
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G093855
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G448389
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	ndhK
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G475897
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G041456
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G045550
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G086869
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G009638
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G069458
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G319022
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G367206
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G331417
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G146292
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G163233
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G429727
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G336839
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G171628
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	atpB
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G015844
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G100872
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G154344
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G021635
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G449987
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G011980
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G143128
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G143234
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G042078
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G052088
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G070360
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G041275
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G069229
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G016068
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G028774
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G078839
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G470307
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G421857
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G114052
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G025171
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G042380
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G156068
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G118558
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G364172
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G391831
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G014240
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G128877
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G401040
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	atpB
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G062854
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G701207
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G181151
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G701024
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G332102
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	atp6
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM5G893252
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G019999
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G048907
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G138220
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G354615
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G354621
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM5G898887
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G070807
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G030167
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM5G867882
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G157758
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	AC194341.4_FG002
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G372709
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G150367
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G021331
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G391833
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G048375
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G321725
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G080423
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G117935
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G094497
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G470035
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G109418
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	atpH
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G066111
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G014240
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G359735
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G305757
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G079777
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G036685
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	atp4
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	atpB
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	atpI
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G319074
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G063271
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G158766
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G158131
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G008232
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G326945
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G078468
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G059117
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G398062
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	AC199911.5_FG001
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G000223
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM5G825759
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM2G157018
PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis	GRMZM5G862663
PWY-6124	inosine-5'-phosphate biosynthesis II	GRMZM2G133121
PWY-6124	inosine-5'-phosphate biosynthesis II	GRMZM2G056403
PWY-6124	inosine-5'-phosphate biosynthesis II	GRMZM5G874277
PWY-6124	inosine-5'-phosphate biosynthesis II	GRMZM2G117268
PWY-6124	inosine-5'-phosphate biosynthesis II	GRMZM2G010823
PWY-6124	inosine-5'-phosphate biosynthesis II	GRMZM5G895991
PWY-6124	inosine-5'-phosphate biosynthesis II	GRMZM2G348729
PWY-6124	inosine-5'-phosphate biosynthesis II	GRMZM2G124059
PWY-6124	inosine-5'-phosphate biosynthesis II	GRMZM2G359070
PWY-6124	inosine-5'-phosphate biosynthesis II	GRMZM2G306374
PWY-6124	inosine-5'-phosphate biosynthesis II	GRMZM2G368902
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	GRMZM2G339699
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	AC188838.3_FG005
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	GRMZM2G018238
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	GRMZM2G064695
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	GRMZM2G088995
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	GRMZM5G899656
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	GRMZM2G003875
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	GRMZM2G155626
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	GRMZM2G019437
